Longitude	Latitude	Elevation	Elevation	HCP1	PRP1	HCP2	PRP2	VpH	VEC_s	VEC_d	TWI
-75.751723	45.110485	59.64	59.64	26.64	15.18	26.90	22.30	5.92	26.13	26.12	11.90
-75.751763	45.110518	59.68	59.68	26.68	15.18	26.90	22.32	5.92	25.69	26.08	12.08
-75.751802	45.110552	59.69	59.69	26.74	15.36	26.76	22.60	5.93	25.59	26.29	11.97
-75.751843	45.110582	59.70	59.70	26.74	15.36	26.76	22.60	5.95	25.44	26.45	11.68
-75.751882	45.110613	59.74	59.74	26.26	14.62	26.58	21.86	5.97	25.22	26.62	11.65
-75.751922	45.110643	59.78	59.78	25.86	14.62	26.46	21.64	5.98	24.98	26.89	11.80
-75.751958	45.110675	59.81	59.81	25.70	14.62	25.80	21.56	5.99	24.72	27.20	12.05
-75.751998	45.110707	59.83	59.83	25.32	14.04	25.52	21.06	5.94	23.86	27.65	11.92
-75.752042	45.110738	59.86	59.86	25.14	13.90	25.20	20.92	5.92	23.68	28.04	11.97
-75.752085	45.110768	59.88	59.88	24.92	13.90	25.06	20.86	5.90	23.56	28.04	12.17
-75.752123	45.110800	59.89	59.89	25.14	13.90	24.90	20.92	5.89	23.51	28.20	12.47
-75.752160	45.110835	59.90	59.90	25.22	14.28	24.90	21.14	5.90	23.55	28.47	12.74
-75.752202	45.110867	59.90	59.90	25.22	14.34	24.90	21.22	5.90	23.20	28.70	12.69
-75.752240	45.110900	59.90	59.90	25.22	14.48	24.86	21.24	5.91	23.41	28.72	13.01
-75.752282	45.110933	59.90	59.90	25.62	14.84	24.86	21.48	5.94	24.46	28.87	12.95
-75.752322	45.110967	59.90	59.90	25.82	15.14	25.38	22.00	5.95	24.82	28.78	12.74
-75.752362	45.110998	59.89	59.89	26.00	15.26	25.40	22.14	5.91	24.87	28.76	12.94
-75.752402	45.111030	59.88	59.88	26.62	15.78	25.90	22.66	5.92	25.34	29.46	12.81
-75.752445	45.111062	59.87	59.87	26.84	16.08	25.94	22.86	5.92	25.80	30.08	12.65
-75.752490	45.111092	59.86	59.86	26.96	16.20	26.38	23.24	5.92	26.27	30.39	12.47
-75.752530	45.111123	59.86	59.86	27.40	16.66	26.54	23.42	5.92	26.76	30.92	12.46
-75.752568	45.111157	59.87	59.87	27.40	16.66	26.54	23.50	5.92	27.28	32.08	12.58
-75.752610	45.111188	59.88	59.88	27.20	16.66	26.32	23.50	5.89	27.46	35.28	12.78
-75.752647	45.111222	59.88	59.88	26.80	16.54	26.24	23.44	5.89	27.94	39.43	12.72
-75.752688	45.111255	59.90	59.90	26.80	16.54	25.96	23.16	5.88	28.43	44.61	12.67
-75.752730	45.111290	59.91	59.91	26.80	16.54	25.66	23.14	5.88	28.77	47.65	12.67
-75.752773	45.111323	59.93	59.93	26.60	16.40	25.66	22.80	5.87	28.30	44.18	12.75
-75.752812	45.111355	59.94	59.94	26.56	16.40	25.76	22.78	5.87	28.12	40.23	12.75
-75.752852	45.111390	59.96	59.96	26.54	16.40	25.76	22.72	5.88	27.93	38.24	12.70
-75.752895	45.111423	59.99	59.99	26.54	16.28	25.40	22.36	5.89	27.73	37.87	12.67
-75.752935	45.111455	60.04	60.04	25.82	15.74	24.92	21.74	5.88	26.80	40.10	12.80
-75.752975	45.111488	60.07	60.07	25.38	15.42	24.66	21.16	5.92	27.35	39.63	12.54
-75.753015	45.111518	60.08	60.08	25.38	15.42	24.66	21.16	5.93	27.32	36.59	12.55
-75.753058	45.111548	60.08	60.08	25.54	15.42	24.66	21.26	5.94	27.31	33.72	12.54
-75.753100	45.111578	60.07	60.07	25.54	15.42	24.66	21.34	5.95	27.24	31.47	12.52
-75.753143	45.111610	60.07	60.07	25.34	15.42	24.54	21.34	5.96	27.14	30.09	12.46
-75.753185	45.111643	60.10	60.10	25.24	15.28	24.48	21.00	5.95	26.13	28.75	12.51
-75.753222	45.111677	60.09	60.09	24.72	15.00	24.12	20.84	5.96	26.09	28.69	12.53
-75.753265	45.111708	60.09	60.09	24.72	15.00	24.04	20.78	5.98	26.14	28.69	12.61
-75.753305	45.111743	60.10	60.10	24.74	15.04	24.04	20.84	6.01	26.25	28.89	12.61
-75.753345	45.111777	60.13	60.13	25.10	15.28	24.20	21.28	6.02	25.92	29.39	12.91
-75.753383	45.111805	60.12	60.12	25.20	15.36	24.28	21.40	6.05	26.18	30.36	12.99
-75.753423	45.111833	60.11	60.11	25.46	15.74	24.68	21.74	6.07	26.50	30.99	13.04
-75.753463	45.111863	60.10	60.10	25.96	16.18	24.80	22.12	6.10	26.79	30.74	13.15
-75.753505	45.111895	60.08	60.08	26.18	16.18	25.08	22.18	6.13	27.01	30.68	13.23
-75.753543	45.111927	60.05	60.05	26.32	16.20	25.80	22.34	6.16	27.21	30.67	13.11
-75.753585	45.111960	60.04	60.04	26.60	16.20	25.94	22.60	6.19	27.42	30.77	12.92
-75.753623	45.111990	60.05	60.05	27.54	16.56	26.40	23.26	6.20	27.52	31.12	12.79
-75.753658	45.112023	60.04	60.04	27.78	17.28	26.94	23.84	6.24	27.83	31.03	12.62
-75.753697	45.112057	60.03	60.03	27.82	17.30	26.94	23.84	6.27	28.08	30.64	12.57
-75.753735	45.112090	60.01	60.01	27.82	18.02	26.70	23.84	6.29	28.28	30.40	12.81
-75.753772	45.112122	60.00	60.00	28.04	18.38	26.70	24.16	6.30	28.43	30.35	13.02
-75.753812	45.112152	60.04	60.04	28.70	18.88	27.22	24.76	6.27	28.30	30.37	13.12
-75.753850	45.112182	60.06	60.06	29.30	19.02	27.96	25.60	6.28	28.62	30.63	13.16
-75.753888	45.112212	60.08	60.08	30.24	19.02	29.44	26.08	6.28	29.08	30.94	13.19
-75.753927	45.112243	60.08	60.08	30.24	18.96	30.04	26.22	6.27	29.63	31.20	13.18
-75.753965	45.112273	60.08	60.08	30.30	18.78	30.06	26.22	6.27	30.29	31.37	13.21
-75.754002	45.112305	60.08	60.08	30.30	18.78	31.12	26.22	6.26	31.04	31.56	13.30
-75.754035	45.112335	60.10	60.10	32.56	19.64	32.74	28.24	6.25	31.87	31.93	13.37
-75.754068	45.112363	60.13	60.13	34.12	20.86	35.10	30.20	6.23	32.82	32.48	13.31
-75.754098	45.112390	60.17	60.17	34.62	23.10	35.10	31.40	6.22	33.82	33.09	13.04
-75.754125	45.112417	60.20	60.20	34.80	23.12	35.78	31.86	6.19	34.42	33.49	13.39
-75.754152	45.112435	60.22	60.22	35.76	23.48	36.70	32.02	6.19	35.55	34.00	14.35
-75.754175	45.112452	60.20	60.20	37.48	23.48	38.04	33.18	6.19	36.74	34.78	13.42
-75.754190	45.112472	60.18	60.18	40.04	27.74	39.72	36.88	6.17	37.61	35.61	13.05
-75.754203	45.112492	60.18	60.18	41.96	29.34	42.22	38.92	6.17	37.61	35.61	13.05
-75.754207	45.112510	60.14	60.14	45.12	31.94	45.16	41.48	6.16	38.49	36.43	13.02
-75.754200	45.112525	60.14	60.14	47.80	34.04	47.78	44.76	6.16	38.49	36.43	13.02
-75.754187	45.112535	60.11	60.11	49.42	34.04	50.62	44.76	6.16	39.43	37.27	13.25
-75.754168	45.112542	60.11	60.11	49.42	31.62	51.70	43.44	6.13	39.10	37.19	13.24
-75.754143	45.112542	60.11	60.11	49.20	30.68	51.70	42.34	6.13	39.10	37.19	13.24
-75.754117	45.112532	60.13	60.13	46.34	28.26	48.74	40.84	6.11	38.80	37.17	13.19
-75.754093	45.112512	60.19	60.19	42.82	26.42	45.88	37.88	6.10	37.42	36.21	13.46
-75.754073	45.112490	60.19	60.19	40.24	25.52	43.38	35.50	6.11	36.43	35.30	14.27
-75.753985	45.112417	60.18	60.18	35.34	20.22	38.84	30.32	6.14	33.15	33.06	13.90
-75.753948	45.112392	60.18	60.18	34.32	19.50	36.70	29.22	6.13	32.72	32.93	14.07
-75.753910	45.112362	60.15	60.15	32.46	18.14	34.72	27.42	6.15	31.04	31.77	13.57
-75.753877	45.112332	60.15	60.15	31.26	18.14	33.02	26.44	6.15	30.19	31.45	13.54
-75.753837	45.112303	60.13	60.13	30.44	18.30	31.34	26.06	6.14	29.43	31.23	13.46
-75.753800	45.112273	60.12	60.12	30.08	18.66	30.00	25.84	6.13	28.81	31.03	13.38
-75.753760	45.112242	60.10	60.10	29.40	18.66	28.74	25.36	6.12	28.31	30.83	13.30
-75.753722	45.112213	60.08	60.08	28.36	17.68	28.08	24.28	6.11	27.88	30.64	13.21
-75.753683	45.112183	60.07	60.07	27.60	17.42	26.78	23.18	6.10	27.74	30.58	13.15
-75.753645	45.112157	60.08	60.08	27.58	17.04	26.08	22.84	6.09	27.47	30.42	13.17
-75.753608	45.112128	60.11	60.11	26.70	16.92	25.76	22.70	6.07	27.18	30.31	13.15
-75.753568	45.112100	60.14	60.14	26.20	15.90	25.72	22.02	6.05	26.85	30.20	13.31
-75.753532	45.112072	60.15	60.15	25.98	15.58	25.36	21.94	6.03	26.55	30.12	13.53
-75.753492	45.112040	60.12	60.12	25.78	15.84	25.12	21.64	6.01	26.21	30.05	13.44
-75.753455	45.112012	60.13	60.13	25.58	15.84	24.52	21.52	5.98	25.88	29.83	13.61
-75.753420	45.111980	60.12	60.12	25.58	15.84	24.34	21.52	5.95	25.54	29.71	13.85
-75.753387	45.111953	60.12	60.12	25.58	15.78	24.26	21.52	5.93	25.24	29.61	13.69
-75.753347	45.111925	60.12	60.12	25.32	15.44	24.18	21.20	5.91	24.92	29.39	13.53
-75.753308	45.111898	60.13	60.13	24.38	14.80	23.64	20.60	5.89	24.58	28.96	13.38
-75.753272	45.111867	60.15	60.15	21.56	14.40	22.74	20.38	5.87	24.22	28.36	13.30
-75.753237	45.111838	60.17	60.17	21.56	14.32	22.74	20.10	5.85	23.89	27.65	13.42
-75.753203	45.111808	60.17	60.17	23.82	14.32	23.24	20.10	5.83	23.64	27.12	13.58
-75.753165	45.111777	60.17	60.17	23.86	14.66	23.44	20.30	5.80	23.43	26.74	13.59
-75.753128	45.111745	60.18	60.18	24.24	14.66	23.48	20.30	5.80	23.55	26.64	14.03
-75.753093	45.111713	60.17	60.17	24.30	14.72	23.44	20.30	5.83	23.90	27.03	13.32
-75.753060	45.111682	60.15	60.15	24.30	14.66	23.34	20.42	5.82	23.90	27.16	13.29
-75.753022	45.111652	60.14	60.14	24.04	14.66	23.34	20.42	5.81	24.02	27.91	13.42
-75.752983	45.111623	60.13	60.13	24.04	14.26	23.62	20.04	5.81	24.15	29.22	13.42
-75.752952	45.111597	60.12	60.12	24.10	14.26	23.72	20.04	5.80	24.30	31.00	13.40
-75.752917	45.111570	60.10	60.10	24.24	14.42	23.86	20.24	5.79	24.40	32.83	13.38
-75.752885	45.111542	60.09	60.09	24.88	14.86	23.98	21.00	5.79	24.61	34.03	13.31
-75.752848	45.111513	60.06	60.06	25.14	15.12	24.30	21.00	5.78	24.89	34.08	13.22
-75.752817	45.111487	60.04	60.04	25.20	15.60	24.32	21.28	5.78	25.25	33.63	13.12
-75.752780	45.111457	60.02	60.02	25.76	15.74	24.58	21.60	5.77	25.62	33.54	13.02
-75.752747	45.111428	60.00	60.00	25.82	15.78	24.58	21.66	5.79	26.11	35.11	12.97
-75.752710	45.111398	59.97	59.97	25.82	15.92	24.54	22.02	5.81	26.90	39.00	12.88
-75.752677	45.111368	59.96	59.96	25.68	15.78	24.54	22.02	5.80	27.07	41.58	12.86
-75.752640	45.111340	59.95	59.95	25.38	15.56	24.54	21.76	5.81	27.10	42.37	12.86
-75.752602	45.111310	59.94	59.94	25.36	15.32	24.54	21.64	5.81	26.93	40.25	12.85
-75.752568	45.111280	59.93	59.93	24.82	14.76	24.54	21.20	5.82	26.59	36.58	12.90
-75.752533	45.111250	59.93	59.93	24.82	14.76	24.54	21.14	5.82	26.24	33.17	13.01
-75.752497	45.111222	59.93	59.93	25.74	14.78	25.12	21.20	5.83	25.75	30.60	12.98
-75.752462	45.111195	59.93	59.93	26.58	15.60	25.48	22.20	5.83	25.29	28.93	12.79
-75.752425	45.111167	59.92	59.92	26.58	15.62	25.70	22.36	5.83	24.80	27.96	12.59
-75.752387	45.111138	59.91	59.91	26.58	15.62	26.06	22.26	5.83	24.34	27.56	12.44
-75.752348	45.111110	59.88	59.88	26.58	15.72	26.16	22.52	5.83	23.92	27.23	12.32
-75.752312	45.111083	59.86	59.86	26.66	15.76	26.26	22.52	5.83	23.53	26.90	12.51
-75.752273	45.111055	59.86	59.86	26.88	16.02	26.26	22.76	5.83	23.20	26.68	12.85
-75.752235	45.111023	59.87	59.87	26.90	16.08	25.96	22.84	5.84	22.85	26.96	12.61
-75.752198	45.110993	59.86	59.86	26.88	16.08	25.50	22.76	5.84	22.58	27.02	12.46
-75.752160	45.110962	59.85	59.85	26.18	15.50	25.40	21.84	5.83	22.36	27.33	12.36
-75.752122	45.110932	59.83	59.83	26.02	15.48	25.26	21.84	5.82	22.24	27.46	12.22
-75.752085	45.110900	59.82	59.82	26.02	15.48	25.26	21.88	5.82	22.11	27.42	12.03
-75.752047	45.110868	59.79	59.79	26.02	15.60	25.36	22.14	5.81	22.08	27.33	11.85
-75.752005	45.110835	59.78	59.78	25.90	15.60	25.50	22.14	5.82	22.28	27.33	11.62
-75.751970	45.110807	59.76	59.76	25.90	15.46	25.52	22.30	5.83	22.49	27.11	11.52
-75.751937	45.110777	59.77	59.77	26.30	15.36	26.04	22.14	5.86	22.77	27.15	11.51
-75.751897	45.110742	59.74	59.74	26.30	15.36	26.08	22.30	5.87	23.02	26.84	11.50
-75.751857	45.110707	59.68	59.68	26.32	15.56	26.26	22.34	5.86	23.32	26.44	11.43
-75.751820	45.110675	59.70	59.70	26.88	16.16	26.34	22.82	5.90	24.04	26.28	11.35
-75.751778	45.110645	59.63	59.63	27.44	16.18	26.68	22.86	5.86	24.22	26.23	11.37
-75.751738	45.110615	59.61	59.61	27.44	16.16	26.76	22.86	5.85	24.45	26.23	11.51
-75.751702	45.110583	59.60	59.60	26.72	15.90	26.76	22.76	5.84	24.64	26.29	11.62
-75.751665	45.110548	59.62	59.62	26.72	15.78	26.76	22.68	5.85	24.90	26.18	11.63
-75.751627	45.110518	59.61	59.61	26.62	15.78	26.72	22.68	5.85	25.01	26.26	11.67
-75.751587	45.110488	59.58	59.58	26.96	15.78	26.86	22.72	5.84	25.15	26.58	11.66
-75.751548	45.110460	59.56	59.56	27.00	15.68	26.86	22.72	5.84	25.12	26.68	11.63
-75.751510	45.110430	59.55	59.55	27.04	15.58	27.28	22.46	5.84	25.08	26.73	11.79
-75.751472	45.110403	59.56	59.56	27.06	15.58	27.32	22.46	5.83	24.91	26.67	11.81
-75.751437	45.110373	59.58	59.58	27.04	15.28	27.28	22.24	5.84	24.92	26.35	11.92
-75.751398	45.110342	59.59	59.59	26.30	15.14	27.06	22.16	5.84	24.63	26.27	11.88
-75.751355	45.110310	59.58	59.58	26.30	15.06	27.06	22.16	5.81	24.03	26.31	11.48
-75.751317	45.110280	59.56	59.56	26.80	15.06	27.10	22.52	5.81	23.70	26.23	11.41
-75.751277	45.110250	59.55	59.55	27.10	15.50	27.66	22.98	5.80	23.42	26.25	11.39
-75.751240	45.110217	59.55	59.55	28.30	16.32	28.16	23.94	5.81	23.15	26.23	11.43
-75.751200	45.110185	59.52	59.52	28.66	16.54	29.34	24.64	5.80	23.12	26.39	11.38
-75.751160	45.110155	59.49	59.49	28.66	16.54	29.60	24.64	5.80	23.08	26.54	11.34
-75.751120	45.110125	59.45	59.45	28.86	16.68	29.72	24.62	5.81	23.10	26.59	11.28
-75.751083	45.110095	59.42	59.42	28.86	16.72	29.72	24.62	5.81	23.12	26.77	11.39
-75.751045	45.110067	59.39	59.39	29.00	16.72	29.74	24.80	5.83	23.18	26.91	11.50
-75.751008	45.110037	59.36	59.36	29.06	16.76	29.96	24.86	5.84	23.25	27.15	11.45
-75.750972	45.110007	59.34	59.34	29.34	16.78	30.14	25.26	5.88	23.13	27.17	11.64
-75.750933	45.109978	59.32	59.32	30.08	17.50	30.52	26.02	5.90	23.15	27.36	11.69
-75.750895	45.109947	59.30	59.30	30.32	17.50	30.52	26.02	5.91	23.27	27.48	11.77
-75.750853	45.109915	59.25	59.25	30.32	17.50	30.74	25.98	5.91	23.58	27.85	11.68
-75.750815	45.109883	59.22	59.22	30.26	17.02	30.74	25.90	5.93	23.71	27.88	11.57
-75.750773	45.109853	59.18	59.18	30.18	17.02	30.76	25.90	5.94	23.89	27.86	11.49
-75.750738	45.109823	59.13	59.13	30.18	17.10	30.92	26.04	5.95	24.07	27.82	11.51
-75.750702	45.109792	59.10	59.10	30.24	17.10	31.42	26.10	5.98	24.17	27.56	11.54
-75.750665	45.109760	59.06	59.06	30.66	17.14	31.88	26.58	5.99	24.42	27.65	11.59
-75.750627	45.109725	59.02	59.02	31.06	17.46	32.04	26.60	5.99	24.81	27.96	11.62
-75.750590	45.109695	58.97	58.97	32.06	19.04	32.24	28.28	5.99	25.29	28.49	11.63
-75.750555	45.109667	58.91	58.91	32.58	19.26	32.80	28.60	5.99	25.98	29.20	11.64
-75.750515	45.109637	58.85	58.85	33.76	20.34	33.44	29.48	5.98	26.86	30.06	11.71
-75.750478	45.109607	58.81	58.81	34.16	20.40	34.10	29.94	5.98	27.91	31.10	11.81
-75.750438	45.109577	58.77	58.77	34.28	21.28	34.12	30.34	5.99	29.44	33.10	11.94
-75.750395	45.109547	58.74	58.74	34.84	22.08	34.20	31.18	5.98	30.66	34.14	12.02
-75.750352	45.109515	58.68	58.68	35.52	22.72	34.24	31.48	5.97	32.68	34.81	12.25
-75.750310	45.109483	58.64	58.64	35.76	23.02	34.28	31.88	5.97	33.66	35.30	12.34
-75.750270	45.109453	58.62	58.62	35.96	23.80	34.86	32.52	5.97	34.53	35.65	12.39
-75.750232	45.109425	58.60	58.60	36.92	23.98	35.10	32.94	5.97	35.26	35.84	12.43
-75.750200	45.109393	58.59	58.59	36.92	24.28	35.10	33.12	5.97	35.90	36.15	12.46
-75.750163	45.109367	58.58	58.58	36.78	24.34	34.92	33.12	5.98	35.93	36.51	12.47
-75.750123	45.109338	58.55	58.55	36.78	24.54	34.90	32.98	5.98	36.84	37.81	12.53
-75.750085	45.109305	58.54	58.54	37.30	24.54	34.90	32.98	5.99	36.89	38.55	12.54
-75.750048	45.109273	58.53	58.53	37.64	24.54	35.66	33.62	5.98	37.24	39.87	12.57
-75.750008	45.109243	58.53	58.53	37.64	24.36	35.80	33.62	5.97	37.31	41.34	12.58
-75.749973	45.109212	58.52	58.52	37.54	24.28	35.66	33.36	5.97	37.13	42.79	12.60
-75.749935	45.109180	58.51	58.51	36.36	23.18	35.06	32.06	5.95	36.70	44.15	12.62
-75.749898	45.109147	58.50	58.50	35.74	22.80	34.88	31.90	5.95	35.48	45.83	12.67
-75.749860	45.109117	58.49	58.49	35.74	22.80	34.88	31.90	5.93	34.80	44.04	12.66
-75.749820	45.109087	58.46	58.46	36.68	23.44	34.58	32.70	5.91	34.16	41.80	12.69
-75.749778	45.109057	58.43	58.43	36.68	23.44	34.88	32.70	5.89	33.67	40.03	12.74
-75.749738	45.109027	58.39	58.39	36.96	24.32	34.58	32.88	5.87	33.32	38.95	12.80
-75.749700	45.108997	58.35	58.35	36.96	24.22	35.34	33.26	5.85	33.12	38.34	12.86
-75.749662	45.108965	58.33	58.33	36.96	24.22	34.54	33.26	5.83	32.82	37.87	12.91
-75.749627	45.108930	58.34	58.34	36.52	23.24	34.50	32.68	5.81	31.83	37.40	12.76
-75.749590	45.108897	58.38	58.38	35.24	21.82	34.44	31.40	5.78	31.10	36.97	12.56
-75.749553	45.108868	58.42	58.42	33.36	20.40	33.20	29.32	5.75	30.04	36.40	12.42
-75.749515	45.108838	58.48	58.48	32.34	19.06	32.66	28.24	5.72	28.84	35.77	12.46
-75.749478	45.108807	58.52	58.52	31.26	18.32	31.76	27.38	5.69	27.49	34.86	13.08
-75.749437	45.108775	58.51	58.51	30.50	17.58	31.32	26.60	5.67	25.51	34.86	13.11
-75.749398	45.108742	58.49	58.49	30.50	17.46	31.24	26.26	5.66	24.30	34.71	13.11
-75.749355	45.108710	58.48	58.48	30.36	17.40	31.16	26.22	5.65	23.23	34.92	13.04
-75.749273	45.108643	58.45	58.45	29.66	16.68	30.76	25.32	5.62	21.33	33.14	13.16
-75.749235	45.108613	58.45	58.45	29.96	16.92	30.46	25.74	5.61	20.22	30.98	13.64
-75.749193	45.108583	58.44	58.44	29.96	17.04	30.46	25.82	5.60	19.62	28.75	13.49
-75.749157	45.108552	58.44	58.44	29.78	17.04	30.46	25.92	5.59	19.07	27.29	13.17
-75.749117	45.108520	58.41	58.41	29.76	16.42	30.62	25.92	5.58	18.69	26.85	12.81
-75.749077	45.108485	58.38	58.38	29.78	16.42	30.66	25.92	5.57	18.33	27.18	12.60
-75.749037	45.108452	58.34	58.34	29.44	16.16	30.96	25.72	5.56	17.56	29.35	12.37
-75.748995	45.108418	58.30	58.30	29.82	15.80	31.34	25.72	5.57	17.65	31.52	12.21
-75.748955	45.108387	58.27	58.27	29.82	15.80	31.80	25.72	5.57	18.14	33.80	12.10
-75.748912	45.108355	58.24	58.24	34.24	19.58	33.16	30.08	5.58	18.93	35.93	11.99
-75.748872	45.108325	58.21	58.21	35.36	21.00	34.38	31.08	5.59	20.09	38.27	11.80
-75.748835	45.108293	58.14	58.14	36.50	23.12	35.20	33.00	5.61	21.57	42.84	11.56
-75.748798	45.108260	58.04	58.04	38.18	24.92	35.58	34.88	5.62	23.25	43.40	11.54
-75.748755	45.108227	57.94	57.94	38.56	25.10	36.12	34.90	5.63	24.74	42.63	11.65
-75.748717	45.108192	57.87	57.87	39.70	26.46	37.10	36.46	5.65	25.76	41.44	11.98
-75.748682	45.108160	57.88	57.88	39.70	26.46	37.10	36.46	5.66	26.00	39.97	12.16
-75.748642	45.108128	57.97	57.97	38.88	24.82	36.80	34.90	5.67	24.31	36.54	12.08
-75.748602	45.108098	58.04	58.04	37.00	22.48	36.06	32.88	5.68	22.63	33.55	12.16
-75.748560	45.108067	58.10	58.10	34.78	20.20	35.16	30.76	5.69	20.54	30.16	12.39
-75.748523	45.108038	58.14	58.14	33.64	18.06	34.40	29.16	5.70	18.33	26.69	12.62
-75.748482	45.108005	58.17	58.17	32.70	18.04	33.58	28.06	5.72	16.24	23.52	12.78
-75.748447	45.107973	58.18	58.18	32.30	17.62	33.42	27.82	5.74	14.51	20.86	12.89
-75.748408	45.107943	58.19	58.19	32.22	17.60	33.24	27.74	5.77	12.71	18.08	12.97
-75.748375	45.107913	58.19	58.19	31.84	16.50	33.18	26.92	5.79	11.86	16.95	12.96
-75.748242	45.107818	58.16	58.16	33.12	18.44	34.30	29.64	5.85	10.71	15.95	12.78
-75.748217	45.107795	58.13	58.13	33.70	18.44	35.04	29.64	5.88	10.75	16.25	12.50
-75.748193	45.107775	58.08	58.08	34.08	19.80	35.08	30.16	5.92	10.81	16.49	12.20
-75.748168	45.107758	58.08	58.08	34.80	21.00	35.04	31.14	5.92	10.81	16.49	12.20
-75.748140	45.107752	58.01	58.01	35.72	21.74	35.12	32.02	5.95	10.94	16.86	11.87
-75.748105	45.107753	57.96	57.96	35.72	21.74	35.16	32.02	5.98	11.11	17.24	11.92
-75.748077	45.107762	57.99	57.99	35.72	21.74	35.16	32.54	5.99	11.12	17.13	12.02
-75.748050	45.107778	57.99	57.99	35.78	22.88	33.64	32.88	5.99	11.12	17.13	12.02
-75.748037	45.107802	58.01	58.01	35.78	22.88	33.64	32.88	6.01	11.11	17.10	12.02
-75.748042	45.107828	58.06	58.06	33.54	18.86	33.84	30.26	6.00	10.99	16.83	12.08
-75.748063	45.107853	58.10	58.10	33.42	18.86	33.84	29.70	5.96	10.63	16.21	12.30
-75.748097	45.107875	58.13	58.13	32.88	18.58	32.92	29.36	5.92	10.40	15.74	12.45
-75.748132	45.107898	58.17	58.17	32.62	18.58	32.82	29.02	5.89	10.24	15.40	12.56
-75.748170	45.107922	58.20	58.20	30.70	15.94	32.48	26.78	5.86	10.26	15.21	12.72
-75.748210	45.107945	58.21	58.21	29.94	15.62	32.18	25.74	5.84	10.44	15.29	12.75
-75.748247	45.107967	58.24	58.24	29.94	15.20	31.82	25.74	5.82	10.85	15.75	13.05
-75.748283	45.107993	58.25	58.25	30.14	15.62	31.48	25.78	5.80	11.59	16.73	13.53
-75.748322	45.108023	58.24	58.24	30.36	15.72	31.82	26.16	5.78	12.73	18.42	13.10
-75.748358	45.108055	58.21	58.21	31.10	16.66	32.30	27.14	5.75	15.08	22.02	12.96
-75.748393	45.108087	58.19	58.19	31.92	17.58	33.08	28.18	5.73	17.16	24.99	12.71
-75.748428	45.108120	58.17	58.17	33.12	18.26	33.90	29.22	5.73	18.33	26.65	12.62
-75.748467	45.108148	58.13	58.13	35.14	20.88	34.84	31.64	5.72	20.80	29.98	12.36
-75.748508	45.108183	58.04	58.04	36.80	22.64	35.56	33.08	5.70	24.50	35.15	11.95
-75.748552	45.108217	57.94	57.94	37.10	23.46	35.86	33.88	5.71	27.37	38.95	12.08
-75.748595	45.108248	57.89	57.89	38.52	27.44	36.20	35.94	5.70	28.20	40.40	12.30
-75.748638	45.108282	57.89	57.89	39.84	27.54	36.36	36.78	5.68	28.22	40.91	12.33
-75.748682	45.108313	57.93	57.93	39.84	27.54	36.36	36.78	5.66	27.36	40.43	12.28
-75.748725	45.108345	57.99	57.99	38.04	26.08	35.60	34.92	5.64	26.05	39.05	12.20
-75.748767	45.108378	58.08	58.08	34.66	21.42	34.48	31.00	5.62	24.28	35.74	12.14
-75.748803	45.108412	58.14	58.14	34.24	20.64	34.06	30.80	5.61	22.68	33.54	12.15
-75.748842	45.108442	58.21	58.21	33.44	20.48	32.62	29.90	5.60	21.47	31.72	12.26
-75.748883	45.108473	58.25	58.25	32.16	18.90	32.18	28.28	5.58	20.59	30.22	12.37
-75.748925	45.108503	58.28	58.28	32.12	18.90	32.06	28.18	5.58	19.93	28.80	12.45
-75.748962	45.108535	58.31	58.31	32.00	18.84	31.64	28.18	5.58	19.68	27.72	12.52
-75.749003	45.108568	58.35	58.35	31.40	18.18	31.50	27.22	5.59	19.79	26.57	12.65
-75.749043	45.108602	58.39	58.39	30.96	18.18	31.30	27.06	5.59	20.01	26.36	12.76
-75.749080	45.108630	58.42	58.42	30.96	18.18	31.30	27.06	5.60	20.33	26.79	12.88
-75.749115	45.108658	58.44	58.44	30.96	18.18	31.30	27.06	5.61	20.68	27.34	12.95
-75.749153	45.108688	58.46	58.46	30.78	17.92	31.06	26.70	5.61	21.12	28.34	13.05
-75.749193	45.108722	58.48	58.48	30.28	17.92	30.54	26.70	5.62	21.69	29.17	13.27
-75.749230	45.108752	58.48	58.48	30.28	17.64	30.54	26.68	5.62	22.75	30.31	13.28
-75.749268	45.108780	58.49	58.49	30.40	17.94	31.32	26.84	5.63	23.52	31.13	13.08
-75.749305	45.108810	58.51	58.51	30.84	17.94	31.46	26.84	5.63	24.44	31.87	13.24
-75.749343	45.108838	58.50	58.50	31.84	19.32	31.94	28.22	5.63	25.49	32.63	13.56
-75.749377	45.108870	58.49	58.49	33.08	20.14	32.76	29.12	5.64	26.67	33.39	13.33
-75.749415	45.108900	58.46	58.46	33.40	20.60	32.90	29.58	5.66	28.04	34.29	13.07
-75.749455	45.108927	58.44	58.44	33.66	21.00	33.36	29.72	5.69	29.50	35.08	12.96
-75.749493	45.108955	58.41	58.41	34.16	21.60	33.46	30.82	5.72	30.94	35.99	12.90
-75.749532	45.108985	58.37	58.37	34.46	21.66	33.52	30.96	5.74	32.12	36.91	12.84
-75.749567	45.109017	58.34	58.34	35.92	24.78	33.78	32.58	5.76	33.09	37.71	12.83
-75.749608	45.109048	58.33	58.33	37.48	25.64	34.96	34.44	5.78	33.99	38.75	12.87
